Date,Daily Confirmed,Total Confirmed,Daily Recovered,Total Recovered,Daily Deceased,Total Deceased,Recovery Rate,Death Rate,Active Cases,infection_rate,samples_reported
26-10-2020,36019,7945983,63734,7198849,485,118952,90.6,1.5,628182,1.0980,1269479
27-10-2020,43036,7989019,58429,7257278,511,119463,90.84,1.5,612278,1.4598,1140905
28-10-2020,50188,8039207,56594,7313872,515,119978,90.98,1.49,605357,2.0678,939309
29-10-2020,48765,8087972,57867,7371739,562,120540,91.14,1.49,595693,1.9697,958116
30-10-2020,48117,8136089,59005,7430744,550,121090,91.33,1.49,584255,1.7455,1066786
31-10-2020,47228,8183317,58682,7489426,469,121559,91.52,1.49,572332,1.6990,1075760
01-11-2020,45928,8229245,53312,7542738,491,122050,91.66,1.48,564457,1.5261,1164648
02-11-2020,37592,8266837,58524,7601262,498,122548,91.95,1.48,543027,1.3622,1067976
03-11-2020,46027,8312864,53328,7654590,510,123058,92.08,1.48,535216,1.6323,1091239
04-11-2020,50465,8363329,55873,7710463,707,123765,92.19,1.48,529101,2.2821,855800
05-11-2020,47628,8410957,54133,7764596,672,124437,92.32,1.48,521924,1.7617,1046247
06-11-2020,50017,8460974,53946,7818542,577,125014,92.41,1.48,517418,1.6002,1209609
07-11-2020,46153,8507127,48582,7867124,557,125571,92.48,1.48,514432,1.4768,1209425
08-11-2020,46707,8553834,48465,7915589,491,126062,92.54,1.47,512183,1.4807,1220711
09-11-2020,37119,8590953,41449,7957038,450,126512,92.62,1.47,507403,1.2904,1113209
10-11-2020,44724,8635677,54639,8011677,511,127023,92.77,1.47,496977,1.4490,1194487
11-11-2020,48285,8683962,52704,8064381,550,127573,92.87,1.47,492008,2.2368,835401
12-11-2020,44585,8728547,49354,8113735,544,128117,92.96,1.47,486695,1.6533,1043665
13-11-2020,44620,8773167,47620,8161355,517,128634,93.03,1.47,483178,1.4973,1153294
14-11-2020,41692,8814859,42317,8203672,450,129084,93.07,1.46,482103,1.3521,1193358
15-11-2020,30681,8845540,44111,8247783,434,129518,93.24,1.46,468239,1.0422,1139230
16-11-2020,28609,8874149,40392,8288175,451,129969,93.4,1.46,456005,1.1912,929491
17-11-2020,38548,8912697,44753,8332928,472,130441,93.5,1.46,449328,1.8518,805589
18-11-2020,45366,8958063,48675,8381603,586,131027,93.56,1.46,445433,2.0374,861706
19-11-2020,46185,9004248,45246,8426849,582,131609,93.59,1.46,445790,2.1168,844382
20-11-2020,46283,9050531,48968,8475817,564,132173,93.65,1.46,442541,1.9110,937279
21-11-2020,45301,9095832,44055,8519872,499,132672,93.67,1.46,443288,1.7051,1028203
22-11-2020,44404,9140236,41405,8561277,510,133182,93.67,1.46,445777,1.5862,1083397
23-11-2020,37441,9177677,42195,8603472,481,133663,93.74,1.46,440542,1.3592,1066022
24-11-2020,44245,9221922,37765,8641237,489,134152,93.7,1.45,446533,1.5923,1075326
25-11-2020,44699,9266621,36582,8677819,518,134670,93.65,1.45,454132,2.0361,849596
26-11-2020,43174,9309795,39723,8717542,491,135161,93.64,1.45,457092,1.5196,1099545
27-11-2020,41353,9351148,41177,8758719,486,135647,93.66,1.45,456782,1.3808,1159032
28-11-2020,41815,9392963,42275,8800994,495,136142,93.7,1.45,455827,1.4843,1090238
29-11-2020,39036,9431999,45152,8846146,444,136586,93.79,1.45,449267,1.3355,1131204
30-11-2020,31179,9463178,42282,8888428,482,137068,93.93,1.45,437682,1.0423,1157605
01-12-2020,36474,9499652,43208,8931636,501,137569,94.02,1.45,430447,1.0998,1283449
02-12-2020,35506,9535158,40908,8972544,526,138095,94.1,1.45,424519,1.5683,876173
03-12-2020,36574,9571732,42991,9015535,541,138636,94.19,1.45,417561,1.4602,969325
04-12-2020,36711,9608443,42359,9057894,511,139147,94.27,1.45,411402,1.2955,1096651
05-12-2020,36010,9644453,41885,9099779,482,139629,94.35,1.45,405045,1.2536,1111698
06-12-2020,33178,9677631,39078,9138857,390,140019,94.43,1.45,398755,1.0973,1170102
07-12-2020,26227,9703858,39293,9178150,386,140405,94.58,1.45,385303,0.8767,1157763
08-12-2020,32083,9735941,36583,9214733,402,140807,94.65,1.45,380401,1.1276,1101063
09-12-2020,31637,9767578,37693,9252426,413,141220,94.73,1.45,373932,1.5284,801081
10-12-2020,29411,9796989,37707,9290133,411,141631,94.83,1.45,365225,1.1089,1026399
11-12-2020,29961,9826950,33492,9323625,442,142073,94.88,1.45,361252,1.1337,1022712
12-12-2020,30354,9857304,33087,9356712,391,142464,94.92,1.45,358128,1.2728,922959
13-12-2020,27336,9884640,30640,9387352,338,142802,94.97,1.44,354486,1.2125,872479
14-12-2020,21941,9906581,34421,9421773,354,143156,95.11,1.45,341652,0.7972,1065176
15-12-2020,26251,9932832,33853,9455626,384,143540,95.2,1.45,333666,1.0015,1014434
16-12-2020,18172,9951004,33360,9488986,356,143896,95.36,1.45,318122,0.8224,855157
17-12-2020,26754,9977758,30891,9519877,342,144238,95.41,1.45,313643,1.0420,993665
18-12-2020,26991,10004749,29879,9549756,342,144580,95.45,1.45,310413,0.9622,1085625
19-12-2020,26834,10031583,29758,9579514,342,144922,95.49,1.44,307147,0.8960,1158960
20-12-2020,24622,10056205,25734,9605248,332,145254,95.52,1.44,305703,0.8558,1113406
21-12-2020,19147,10075352,30250,9635498,302,145556,95.63,1.44,294298,0.6323,1171868
22-12-2020,23880,10099232,27032,9662530,329,145885,95.68,1.44,290817,0.8343,1107681
23-12-2020,24716,10123948,29946,9692476,315,146200,95.74,1.44,285272,1.0626,900134
24-12-2020,23444,10147392,24555,9717031,337,146537,95.76,1.44,283824,0.8462,1072228
25-12-2020,22349,10169741,22184,9739215,251,146788,95.77,1.44,283738,0.7876,1098164
26-12-2020,18575,10188316,21466,9760681,280,147068,95.8,1.44,280567,0.6914,1039645
27-12-2020,20333,10208649,21097,9781778,281,147349,95.82,1.44,279522,0.7889,997396
28-12-2020,16072,10224721,24822,9806600,250,147599,95.91,1.44,270522,0.7287,853527
29-12-2020,20542,10245263,26589,9833189,285,147884,95.98,1.44,264190,0.8427,943368
30-12-2020,21945,10267208,26407,9859596,299,148183,96.03,1.44,259429,1.1871,715397
31-12-2020,19026,10286234,21969,9881565,244,148427,96.07,1.44,256242,0.7485,983695
01-01-2021,20159,10306393,23838,9905403,237,148664,96.11,1.44,252326,0.6964,1120281
02-01-2021,18144,10324537,20903,9926306,216,148880,96.14,1.44,249351,0.6229,1127244
03-01-2021,16678,10341215,19658,9945964,215,149095,96.18,1.44,246156,0.6075,1062420
04-01-2021,16278,10357493,29209,9975173,200,149295,96.31,1.44,233025,0.7590,829964
05-01-2021,17909,10375402,21161,9996334,265,149560,96.35,1.44,229508,0.7234,958125
06-01-2021,20472,10395874,19689,10016023,222,149782,96.35,1.44,230069,1.0765,735978
07-01-2021,18123,10413997,20503,10036526,233,150015,96.38,1.44,227456,0.7826,896236
08-01-2021,18453,10432450,19242,10055768,229,150244,96.39,1.44,226438,0.7667,931408
09-01-2021,18820,10451270,19460,10075228,213,150457,96.4,1.44,225585,0.7768,937590
10-01-2021,16086,10467356,16737,10091965,150,150607,96.41,1.44,224784,0.6655,935369
11-01-2021,12481,10479837,18578,10110543,166,150773,96.48,1.44,218521,0.5268,916951
12-01-2021,15903,10495740,17762,10128305,200,150973,96.5,1.44,216462,0.7298,843307
13-01-2021,17015,10512755,17797,10146102,201,151174,96.51,1.44,215479,0.9989,659209
14-01-2021,15677,10528432,15943,10162045,189,151363,96.52,1.44,215024,0.6763,897056
15-01-2021,15155,10543587,16809,10178854,176,151539,96.54,1.44,213194,0.7014,836227
16-01-2021,15050,10558637,17202,10196056,181,151720,96.57,1.44,210861,0.7837,743191
17-01-2021,13962,10572599,14513,10210569,145,151865,96.58,1.44,210165,0.7401,730096
18-01-2021,9987,10582586,17127,10227696,137,152002,96.65,1.44,202888,0.4813,803090
19-01-2021,13787,10596373,17229,10244925,162,152164,96.68,1.44,199284,0.6846,779377
20-01-2021,15279,10611652,20071,10264996,152,152316,96.73,1.44,194340,1.0787,548168
21-01-2021,14495,10626147,17734,10282730,161,152477,96.77,1.43,190940,0.7903,709791
22-01-2021,14323,10640470,17166,10299896,153,152630,96.8,1.43,187944,0.7254,764120
23-01-2021,14896,10655366,16033,10315929,156,152786,96.81,1.43,186651,0.7383,780835
24-01-2021,13232,10668598,13148,10329077,131,152917,96.82,1.43,186604,0.6399,800242
25-01-2021,9098,10677696,16092,10345169,116,153033,96.89,1.43,179494,0.4206,837095
26-01-2021,12733,10690429,13250,10358419,138,153171,96.89,1.43,178839,0.6303,781752
27-01-2021,11556,10701985,14261,10372680,123,153294,96.92,1.43,176011,0.7843,570246
28-01-2021,18912,10720897,20315,10392995,162,153456,96.94,1.43,174446,1.0087,725577
29-01-2021,13054,10733951,14886,10407881,137,153593,96.96,1.43,172477,0.9178,550426
30-01-2021,13073,10747024,14077,10421958,128,153721,96.98,1.43,171345,0.6972,725653
31-01-2021,11527,10758551,11882,10433840,116,153837,96.98,1.43,170874,0.6010,742306
01-02-2021,8579,10767130,13443,10447283,94,153931,97.03,1.43,165916,0.4390,756329
02-02-2021,11001,10778131,14250,10461533,113,154044,97.06,1.43,162554,0.5669,750964
03-02-2021,12925,10791056,17813,10479346,107,154151,97.11,1.43,157559,0.9919,504263
04-02-2021,12401,10803457,15788,10495134,120,154271,97.15,1.43,154052,0.7278,659422
05-02-2021,11711,10815168,14512,10509646,95,154366,97.18,1.43,151156,0.6285,721121
06-02-2021,12069,10827237,11761,10521407,75,154441,97.18,1.43,151389,0.6288,742841
07-02-2021,11786,10839023,11756,10533163,86,154527,97.18,1.43,151333,0.6372,715776
08-02-2021,8715,10847738,13600,10546763,78,154605,97.23,1.43,146370,0.4553,740794
09-02-2021,10731,10858469,12928,10559691,94,154699,97.25,1.42,144079,0.5969,695789
10-02-2021,12539,10871008,11796,10571487,110,154809,97.24,1.42,144712,0.9117,532236
11-02-2021,9353,10880361,15722,10587209,85,154894,97.31,1.42,138258,0.5268,687138
12-02-2021,12137,10892498,11358,10598567,104,154998,97.3,1.42,138933,0.6374,736903
13-02-2021,12198,10904696,11107,10609674,89,155087,97.29,1.42,139935,0.6752,699185
14-02-2021,11706,10916402,9500,10619174,91,155178,97.28,1.42,142050,0.5915,765944
15-02-2021,9086,10925488,11793,10630967,82,155260,97.3,1.42,139261,0.4729,743614
16-02-2021,11592,10937080,11836,10642803,99,155359,97.31,1.42,138918,0.6435,697114
17-02-2021,12862,10949942,12028,10654831,100,155459,97.3,1.42,139652,1.0239,486122
18-02-2021,13237,10963179,10914,10665745,100,155559,97.29,1.42,141875,0.8321,615664
19-02-2021,13916,10977095,10214,10675959,100,155659,97.26,1.42,145477,0.8350,644931
20-02-2021,13919,10991014,11413,10687372,89,155748,97.24,1.42,147894,0.7414,726562
21-02-2021,14278,11005292,9715,10697087,83,155831,97.2,1.42,152374,0.7166,771071
22-02-2021,10494,11015786,13233,10710320,76,155907,97.23,1.42,149559,0.5163,786618
23-02-2021,13682,11029468,13969,10724289,103,156010,97.23,1.41,149169,0.7902,670050
24-02-2021,16930,11046398,12100,10736389,141,156151,97.19,1.41,153858,1.0564,620216
25-02-2021,16599,11062997,12222,10748611,119,156270,97.16,1.41,158116,0.9465,678685
26-02-2021,16562,11079559,12790,10761401,114,156384,97.13,1.41,161774,0.7954,805844
27-02-2021,16805,11096364,11709,10773110,111,156495,97.09,1.41,166759,0.8197,793383
28-02-2021,15614,11111978,11291,10784401,108,156603,97.05,1.41,170974,0.7264,831807
01-03-2021,12270,11124248,12472,10796873,92,156695,97.06,1.41,170680,0.6136,773918
02-03-2021,14998,11139246,13113,10809986,98,156793,97.04,1.41,172467,0.7294,795723
03-03-2021,17425,11156671,14071,10824057,87,156880,97.02,1.41,175734,1.0744,627668
04-03-2021,16824,11173495,13788,10837845,113,156993,97,1.41,178657,0.8575,759283
05-03-2021,18324,11191819,14186,10852031,109,157102,96.96,1.4,182686,0.9031,785220
06-03-2021,18724,11210543,14379,10866410,100,157202,96.93,1.4,186931,0.9342,775631
07-03-2021,18650,11229193,14303,10880713,97,157299,96.9,1.4,191181,0.9474,761834
08-03-2021,15353,11244546,16606,10897319,76,157375,96.91,1.4,189852,0.7902,751935
09-03-2021,17873,11262419,20643,10917962,133,157508,96.94,1.4,186949,0.9375,737830
10-03-2021,22851,11285270,18154,10936116,125,157633,96.91,1.4,191521,1.6445,537764
11-03-2021,23298,11308568,15092,10951208,119,157752,96.84,1.39,199608,1.2045,748525
12-03-2021,24845,11333413,19972,10971180,140,157892,96.8,1.39,204341,1.2600,763081
13-03-2021,25154,11358567,16508,10987688,159,158051,96.73,1.39,212828,1.2506,778416
14-03-2021,26513,11385080,17590,11005278,120,158171,96.66,1.39,221631,1.3859,740345
15-03-2021,24437,11409517,20186,11025464,130,158301,96.63,1.39,225752,1.1250,840635
16-03-2021,28869,11438386,17746,11043210,187,158488,96.55,1.39,236688,1.2925,864368
17-03-2021,35838,11474224,17793,11061003,171,158659,96.4,1.38,254562,1.9707,703772
18-03-2021,39687,11513911,20356,11081359,156,158815,96.24,1.38,273737,1.7586,873350
19-03-2021,40906,11554817,23623,11104982,188,159003,96.11,1.38,290832,1.6337,969021
20-03-2021,43815,11598632,22971,11127953,196,159199,95.94,1.37,311480,1.5946,1063379
21-03-2021,47009,11645641,21205,11149158,213,159412,95.74,1.37,337071,1.7205,1057383
22-03-2021,40636,11686277,29779,11178937,197,159609,95.66,1.37,347731,1.4822,1060971
23-03-2021,47239,11733516,23913,11202850,277,159886,95.48,1.36,370780,1.6127,1133602
24-03-2021,53419,11786935,26575,11229425,249,160135,95.27,1.36,397375,2.3475,880655
25-03-2021,59083,11846018,32917,11262342,257,160392,95.07,1.35,423284,2.3634,967459
26-03-2021,62276,11908294,30341,11292683,292,160684,94.83,1.35,454927,2.3499,1025628
27-03-2021,62632,11970926,28728,11321411,311,160995,94.57,1.34,488520,2.2759,1065021
28-03-2021,68206,12039132,32269,11353680,295,161290,94.31,1.34,524162,2.3980,1100756
29-03-2021,56152,12095284,36989,11390669,266,161556,94.17,1.34,543059,1.8654,1164915
30-03-2021,53237,12148521,41242,11431911,355,161911,94.1,1.33,554699,1.7441,1181289
31-03-2021,72113,12220634,40423,11472334,458,162369,93.88,1.33,585931,3.0556,913319
01-04-2021,81398,12302032,50384,11522718,468,162837,93.67,1.32,616477,4.0085,785864
02-04-2021,89023,12391055,44179,11566897,713,163550,93.35,1.32,660608,3.3680,1022915
03-04-2021,92994,12484049,60059,11626956,514,164064,93.13,1.31,693029,3.1971,1125681
04-04-2021,103794,12587843,52840,11679796,477,164541,92.79,1.31,743506,3.6059,1113966
05-04-2021,96563,12684406,50100,11729896,446,164987,92.47,1.3,789523,3.5706,1046605
06-04-2021,115312,12799718,59714,11789610,630,165617,92.11,1.29,844491,3.8249,1166716
07-04-2021,126276,12925994,59137,11848747,684,166301,91.67,1.29,910946,5.4678,893749
08-04-2021,131878,13057872,61829,11910576,802,167103,91.21,1.28,980193,4.2123,1211612
09-04-2021,144945,13202817,77263,11987839,773,167876,90.8,1.27,1047102,4.6423,1208329
10-04-2021,152565,13355382,90328,12078167,838,168714,90.44,1.26,1108501,4.7700,1237781
11-04-2021,169914,13525296,75380,12153547,904,169618,89.86,1.25,1202131,4.8201,1364205
12-04-2021,160838,13686134,96746,12250293,880,170498,89.51,1.25,1265343,5.3054,1173219
13-04-2021,185297,13871431,82271,12332564,1026,171524,88.91,1.24,1367343,5.0784,1412047
14-04-2021,199584,14071015,93425,12425989,1038,172562,88.31,1.23,1472464,6.5449,1180136
15-04-2021,216828,14287843,117897,12543886,1184,173746,87.79,1.22,1570211,5.9932,1400122
16-04-2021,234002,14521845,122886,12666772,1338,175084,87.23,1.21,1679989,6.4146,1411758
17-04-2021,260895,14782740,138209,12804981,1498,176582,86.62,1.19,1801177,7.2924,1384549
18-04-2021,275063,15057803,143839,12948820,1620,178202,85.99,1.18,1930781,7.2257,1473210
19-04-2021,257003,15314806,154357,13103177,1757,179959,85.56,1.18,2031670,6.6511,1495397
20-04-2021,294365,15609171,166656,13269833,2021,181980,85.01,1.17,2157358,7.2727,1566394
21-04-2021,315752,15924923,179434,13449267,2101,184081,84.45,1.16,2291575,9.0106,1356133
22-04-2021,332531,16257454,192317,13641584,2257,186338,83.91,1.15,2429532,8.4693,1519486
23-04-2021,345296,16602750,220545,13862129,2620,188958,83.49,1.14,2551663,8.1513,1639357
24-04-2021,348996,16951746,215809,14077938,2761,191719,83.05,1.13,2682089,8.1771,1651711
25-04-2021,354658,17306404,218626,14296564,2808,194527,82.61,1.12,2815313,7.8856,1740550
26-04-2021,319471,17625875,249009,14545573,2762,197289,82.52,1.12,2883013,7.0505,1753569
27-04-2021,362913,17988788,262349,14807922,3286,200575,82.32,1.12,2980291,8.1675,1719588
28-04-2021,379404,18368192,274171,15082093,3646,204221,82.11,1.11,3081878,10.4701,1402367
29-04-2021,386773,18754965,291727,15373820,3502,207723,81.97,1.11,3173422,9.0240,1658700
30-04-2021,402014,19156979,299198,15673018,3525,211248,81.81,1.1,3272713,9.0248,1723912
01-05-2021,392576,19549555,308688,15981706,3685,214933,81.75,1.1,3352916,8.5922,1768190
02-05-2021,370090,19919645,300004,16281710,3423,218356,81.74,1.1,3419579,7.4592,1920107
03-05-2021,355769,20275414,318910,16600620,3439,221795,81.88,1.09,3452999,7.0777,1945299
04-05-2021,382847,20658261,337699,16938319,3786,225581,81.99,1.09,3494361,8.2086,1804954
05-05-2021,412624,21070885,330718,17269037,3979,229560,81.96,1.09,3572288,10.6125,1504698
06-05-2021,414280,21485165,328349,17597386,3923,233483,81.9,1.09,3654296,9.6365,1663742
07-05-2021,406901,21892066,327675,17925061,4233,237716,81.88,1.09,3729289,10.2172,1541229
08-05-2021,403808,22295874,386395,18311456,4092,241808,82.13,1.08,3742610,8.1260,1923131
09-05-2021,366455,22662329,353777,18665233,3749,245557,82.36,1.08,3751539,7.7645,1826490
10-05-2021,329491,22991820,355930,19021163,3879,249436,82.73,1.08,3721221,7.0514,1808344
11-05-2021,348555,23340375,355398,19376561,4198,253634,83.02,1.09,3710180,7.2311,1865428
12-05-2021,362632,23703007,352005,19728566,4128,257762,83.23,1.09,3716679,9.5170,1474606
13-05-2021,343005,24046012,344676,20073242,4000,261762,83.48,1.09,3711008,7.1749,1850110
14-05-2021,326256,24372268,353200,20426442,3889,265651,83.81,1.09,3680175,6.3646,1983804
15-05-2021,310757,24683025,362547,20788989,4077,269728,84.22,1.09,3624308,6.4498,1864594
16-05-2021,281837,24964862,378526,21167515,4098,273826,84.79,1.1,3523521,5.8155,1875515
17-05-2021,263021,25227883,422391,21589906,4334,278160,85.58,1.1,3359817,6.0120,1693093
18-05-2021,267246,25495129,389758,21979664,4529,282689,86.21,1.11,3232776,5.6425,1832950
19-05-2021,276187,25771316,369005,22348669,3877,286566,86.72,1.11,3136081,6.7927,1573515
20-05-2021,259242,26030558,357173,22705842,4209,290775,87.23,1.12,3033941,5.3673,1869223
21-05-2021,257299,26287857,357625,23063467,4194,294969,87.73,1.12,2929421,4.9582,2008296
22-05-2021,240897,26528754,355138,23418605,3739,298708,88.28,1.13,2811441,4.5366,2055010
23-05-2021,222834,26751588,302253,23720858,4454,303162,88.67,1.13,2727568,4.1828,2061683
24-05-2021,195857,26947445,326737,24047595,3509,306671,89.24,1.14,2593179,3.6683,2066285
25-05-2021,208992,27156437,295264,24342859,4160,310831,89.64,1.14,2502747,3.8083,2123782
26-05-2021,211510,27367947,283054,24625913,3843,314674,89.98,1.15,2427360,4.2453,1928127
27-05-2021,186075,27554022,271002,24896915,3659,318333,90.36,1.16,2338774,3.4989,2058112
28-05-2021,174083,27728105,285332,25182247,3611,321944,90.82,1.16,2223914,3.0384,2217320
29-05-2021,165282,27893387,264483,25446730,3463,325407,91.23,1.17,2121250,2.9642,2157857
30-05-2021,153396,28046783,237664,25684394,3130,328537,91.58,1.17,2033852,2.8671,2070508
31-05-2021,126883,28173666,255125,25939519,2783,331320,92.07,1.18,1902827,2.3607,2080048
01-06-2021,133152,28306818,231397,26170916,3205,334525,92.45,1.18,1801377,2.4968,2063839
02-06-2021,134044,28440862,211890,26382806,2898,337423,92.76,1.19,1720633,3.0820,1683135
03-06-2021,132424,28573286,206722,26589528,2717,340140,93.06,1.19,1643618,2.6617,1925374
04-06-2021,120454,28693740,197763,26787291,3372,343512,93.36,1.2,1562937,1.4277,3265073
05-06-2021,114486,28808226,189343,26976634,2682,346194,93.64,1.2,1485398,1.1893,3725318
